w_idx	w_word	x_word	x_index	status	final_pairing_value	active_term_count	discharged_term_count	elapsed_sec	error
170	1111223324432344	1231121322344434	20876	fallback_evaluated_by_x_component_coloring	0	1	4	0.032	
171	1111223324432434	1213241321243344	20001	fallback_evaluated_by_x_component_coloring	0	5	6	12.047	
173	1111223342233444	1123231421434234	11181	fallback_evaluated_by_x_component_coloring	0	5	9	0.979	
176	1111223342243344	1213211423324434	18949	fallback_evaluated_by_x_component_coloring	0	10	8	55.367	
180	1111223342324434	1212133414232344	16083	fallback_evaluated_by_x_component_coloring	0	2	4	0.742	
184	1111223342423344	1123241312243434	11401	fallback_evaluated_by_x_component_coloring	0	2	4	0.815	
189	1111223344223344	1122133412342434	7494	fallback_evaluated_by_x_component_coloring	0	4	10	0.785	
190	1111223344223434	1213122413243344	18169	fallback_evaluated_by_x_component_coloring	0	5	6	9.006	
194	1111223422333444	1123243123124434	11506	fallback_evaluated_by_x_component_coloring	0	1	3	0.110	
195	1111223422334344	1213241132243434	19904	fallback_evaluated_by_x_component_coloring	0	5	7	11.475	
205	1111223423324344	1231142231233444	21676	fallback_evaluated_by_x_component_coloring	0	2	4	1.043	
238	1111232232344344	1213213424312434	19394	fallback_evaluated_by_x_component_coloring	0	1	4	0.061	
239	1111232232433444	1213112432234434	17772	fallback_evaluated_by_x_component_coloring	0	2	5	1.736	
241	1111232232434434	1213212314432344	19081	fallback_evaluated_by_x_component_coloring	0	2	4	0.780	
243	1111232233243444	1123212334414234	10522	fallback_evaluated_by_x_component_coloring	0	2	2	0.208	
247	1111232233424434	1234112312233444	23703	fallback_evaluated_by_x_component_coloring	0	1	3	0.029	
266	1111232242333444	1213112423234434	17756	fallback_evaluated_by_x_component_coloring	0	3	6	4.714	
271	1111232243233444	1213213414223344	19357	fallback_evaluated_by_x_component_coloring	0	2	5	1.698	
274	1111232243243344	1213211223443434	18819	fallback_evaluated_by_x_component_coloring	0	2	3	0.201	
275	1111232243243434	1123214312423344	10940	fallback_evaluated_by_x_component_coloring	0	1	9	0.226	
290	1111232322443434	1234112132234344	23627	fallback_evaluated_by_x_component_coloring	0	1	3	0.069	
302	1111232324243344	1234112132323444	23631	fallback_evaluated_by_x_component_coloring	0	1	3	0.038	
334	1111232422333444	1123213234414234	10724	fallback_evaluated_by_x_component_coloring	0	2	2	0.263	
356	1111232432324344	1213213142243434	19234	fallback_proved_zero	0	0	4	0.085	
361	1111232432423344	1122113344232434	6611	fallback_evaluated_by_x_component_coloring	0	4	6	4.262	
408	1112122233343444	1211324213423344	14663	fallback_evaluated_by_x_component_coloring	0	2	8	138.176	
409	1112122233344344	1231112432324434	20747	fallback_evaluated_by_x_component_coloring	0	2	6	20.229	
410	1112122233433444	1211322334144234	14293	fallback_evaluated_by_x_component_coloring	0	4	5	36.298	
411	1112122233434344	1122312314342434	7989	fallback_evaluated_by_x_component_coloring	0	2	7	3.507	
413	1112122233443434	1231411223243344	23109	fallback_evaluated_by_x_component_coloring	0	2	4	0.832	
418	1112122323343444	1211323241423344	14511	fallback_evaluated_by_x_component_coloring	0	2	5	19.940	
419	1112122323344344	1211223341324434	12943	fallback_evaluated_by_x_component_coloring	0	2	6	4.122	
426	1112122324343344	1231412231323444	23211	fallback_evaluated_by_x_component_coloring	0	2	3	0.244	
430	1112122332433444	1231212143243344	22006	fallback_evaluated_by_x_component_coloring	0	4	4	5.197	
431	1112122332434344	1211324314232434	14722	fallback_evaluated_by_x_component_coloring	0	1	5	0.328	
433	1112122332443434	1211312234243344	13831	fallback_evaluated_by_x_component_coloring	0	3	7	4.226	
435	1112122333442344	1211314232234434	13986	fallback_evaluated_by_x_component_coloring	0	1	6	0.921	
440	1112122334243344	1231212142334434	22000	fallback_evaluated_by_x_component_coloring	0	2	3	0.219	
445	1112122334342344	1122312133424434	7920	fallback_evaluated_by_x_component_coloring	0	2	9	1.238	
448	1112122334423344	1211323243142434	14520	fallback_evaluated_by_x_component_coloring	0	2	4	0.734	
451	1112122342333444	1231423112243344	23482	fallback_evaluated_by_x_component_coloring	0	3	4	2.330	
478	1112123232343444	1231211434223344	21944	fallback_evaluated_by_x_component_coloring	0	2	9	2.045	
485	1112123233244344	1211322431432434	14368	fallback_evaluated_by_x_component_coloring	0	4	6	3.690	
506	1112123242334344	1231211434232434	21947	fallback_evaluated_by_x_component_coloring	0	2	8	0.830	
523	1112123323244344	1211221333424434	12770	fallback_evaluated_by_x_component_coloring	0	10	18	74.893	
538	1112123342233444	1211321422334344	14132	fallback_evaluated_by_x_component_coloring	0	6	23	58.919	
554	1112123344232344	1122311323424434	7808	fallback_evaluated_by_x_component_coloring	0	2	5	1.306	
591	1112132232433444	1211323412243344	14538	fallback_evaluated_by_x_component_coloring	0	4	4	2.380	
592	1112132232434344	1211324213342434	14661	fallback_evaluated_by_x_component_coloring	0	8	27	85.073	
594	1112132233243444	1211213432423344	12717	fallback_evaluated_by_x_component_coloring	0	6	9	5.929	
596	1112132233424344	1211324312243434	14707	fallback_evaluated_by_x_component_coloring	0	4	4	1.987	
597	1112132233424434	1231423112243344	23482	fallback_evaluated_by_x_component_coloring	0	2	4	1.006	
600	1112132234233444	1122112333444234	6449	fallback_evaluated_by_x_component_coloring	0	2	5	1.401	
607	1112132234324434	1231211432342344	21936	fallback_evaluated_by_x_component_coloring	0	2	4	0.850	
613	1112132243233444	1211213432434234	12721	fallback_evaluated_by_x_component_coloring	0	2	3	1.461	
614	1112132243234344	1231212313442434	22036	fallback_evaluated_by_x_component_coloring	0	2	2	0.330	
615	1112132243234434	1122331412432344	8650	fallback_evaluated_by_x_component_coloring	0	2	5	1.462	
616	1112132243243344	1121322331424434	5704	fallback_evaluated_by_x_component_coloring	0	4	6	4.584	
621	1112132243432344	1231211423324434	21919	fallback_evaluated_by_x_component_coloring	0	3	6	1.893	
625	1112132322433444	1211323214434234	14479	fallback_evaluated_by_x_component_coloring	0	12	16	84.766	
626	1112132322434344	1231214123233444	22386	fallback_evaluated_by_x_component_coloring	0	2	5	1.380	
628	1112132323243444	1122312133424434	7920	fallback_evaluated_by_x_component_coloring	0	4	12	7.981	
637	1112132324243344	1211223143432434	12879	fallback_evaluated_by_x_component_coloring	0	4	4	3.144	
640	1112132324324344	1122113233442434	6518	fallback_evaluated_by_x_component_coloring	0	4	12	7.541	
645	1112132324423344	1231212132344434	21966	fallback_evaluated_by_x_component_coloring	0	1	2	0.004	
647	1112132342233444	1121223334414234	4354	fallback_evaluated_by_x_component_coloring	0	2	6	1.689	
665	1112132422333444	1121323234144234	5915	fallback_evaluated_by_x_component_coloring	0	6	4	11.101	
666	1112132422334344	1231212123344434	21952	fallback_evaluated_by_x_component_coloring	0	1	2	0.007	
673	1112132423243344	1231214122333444	22381	fallback_evaluated_by_x_component_coloring	0	2	5	0.960	
687	1112132432342434	1231412213324344	23196	fallback_evaluated_by_x_component_coloring	0	1	6	0.832	
692	1112132434223344	1211323241243434	14504	fallback_evaluated_by_x_component_coloring	0	2	4	0.839	
708	1112134232233444	1122331213424434	8562	fallback_evaluated_by_x_component_coloring	0	1	5	0.219	
714	1112134232324344	1231421213342434	23367	fallback_evaluated_by_x_component_coloring	0	2	7	0.063	
729	1112212323343444	1211342122334434	14817	fallback_evaluated_by_x_component_coloring	0	2	4	4.102	
736	1112212332343444	1231231124434234	22583	fallback_evaluated_by_x_component_coloring	0	2	3	0.572	
743	1112212334243344	1122133122443434	7347	fallback_evaluated_by_x_component_coloring	0	9	9	38.905	
746	1112212334324344	1122133244132434	7479	fallback_evaluated_by_x_component_coloring	0	2	7	1.958	
1	1111222233334444	1231122312443344		timeout				600.012	TaskTimeoutError: pairing exceeded the per-task time limit
2	1111222233343444	1122131324324434		timeout				600.017	TaskTimeoutError: pairing exceeded the per-task time limit
3	1111222233344344	1112233442312434	2074	fallback_evaluated_by_x_component_coloring	0	1	3	59.530	
4	1111222233344434	1231112322443344	20670	fallback_evaluated_by_x_component_coloring	0	1	6	10.028	
5	1111222233433444	1231142213234344	21661	fallback_evaluated_by_x_component_coloring	0	6	3	356.537	
6	1111222233434344	1123231214342434	11083	fallback_evaluated_by_x_component_coloring	0	4	10	48.597	
7	1111222233434434	1213122413243344	18169	fallback_evaluated_by_x_component_coloring	0	6	6	22.721	
8	1111222233443344	1122131324432434	7058	fallback_evaluated_by_x_component_coloring	0	8	5	22.711	
9	1111222233443434	1213212314243344	19071	fallback_evaluated_by_x_component_coloring	0	1	5	0.940	
10	1111222234333444	1211132322443344	12342	fallback_evaluated_by_x_component_coloring	0	8	6	85.938	
11	1111222234334344	1123122431342434	9611	fallback_evaluated_by_x_component_coloring	0	6	15	31.609	
12	1111222234334434	1234112321342344	23732	fallback_evaluated_by_x_component_coloring	0	2	1	0.510	
15	1111222323343444	1231142231324434	21683	fallback_evaluated_by_x_component_coloring	0	8	5	585.149	
16	1111222323344344	1213124122333444	18433	fallback_evaluated_by_x_component_coloring	0	6	10	63.156	
17	1111222323344434	1213243121323444	20073	fallback_evaluated_by_x_component_coloring	0	1	3	1.086	
21	1111222323443344	1212133244123434	16057	fallback_evaluated_by_x_component_coloring	0	2	4	1.228	
23	1111222324333444	1213214122334344	19412	fallback_evaluated_by_x_component_coloring	0	6	5	39.497	
24	1111222324334344	1123142231342434	10135	fallback_evaluated_by_x_component_coloring	0	2	7	2.110	
26	1111222324343344	1231123122443434	21195	fallback_evaluated_by_x_component_coloring	0	4	4	3.845	
27	1111222324343434	1231122143423344	21036	fallback_evaluated_by_x_component_coloring	0	2	8	0.312	
28	1111222332343444	1122123344314234	6897	fallback_evaluated_by_x_component_coloring	0	2	2	26.639	
29	1111222332344344	1212133124324434	15945	fallback_evaluated_by_x_component_coloring	0	2	8	1.992	
31	1111222332433444	1213213124423344	19225	fallback_evaluated_by_x_component_coloring	0	4	4	25.633	
32	1111222332434344	1231124213233444	21450	fallback_evaluated_by_x_component_coloring	0	2	4	2.317	
34	1111222332443344	1122132143324434	7184	fallback_evaluated_by_x_component_coloring	0	16	7	128.111	
35	1111222332443434	1212133124423344	15949	fallback_evaluated_by_x_component_coloring	0	4	12	8.609	
36	1111222333243444	1122113233424434	6516	fallback_evaluated_by_x_component_coloring	0	10	10	107.184	
38	1111222333424344	1213214123342434	19425	fallback_evaluated_by_x_component_coloring	0	6	5	25.658	
40	1111222333442344	1211123323244434	12179	fallback_evaluated_by_x_component_coloring	0	4	6	4.849	
43	1111222334233444	1231142231324344	21682	fallback_evaluated_by_x_component_coloring	0	4	4	5.044	
44	1111222334234344	1231122143432434	21039	fallback_evaluated_by_x_component_coloring	0	4	12	8.725	
46	1111222334243344	1123214231324434	10901	fallback_evaluated_by_x_component_coloring	0	2	6	2.116	
48	1111222334323444	1123213243144234	10747	fallback_evaluated_by_x_component_coloring	0	2	4	1.025	
49	1111222334324344	1231142122343434	21617	fallback_evaluated_by_x_component_coloring	0	3	3	1.574	
50	1111222334324434	1231142132342344	21642	fallback_evaluated_by_x_component_coloring	0	2	3	0.584	
54	1111222334423344	1213212142333444	19028	fallback_evaluated_by_x_component_coloring	0	4	6	4.391	
56	1111222334432344	1123124233124434	9934	fallback_evaluated_by_x_component_coloring	0	2	7	0.055	
59	1111222342333444	1213124324314234	18585	fallback_evaluated_by_x_component_coloring	0	2	3	2.545	
67	1111222343243344	1213214314223434	19526	fallback_evaluated_by_x_component_coloring	0	3	7	0.313	
70	1111222343324344	1213142213243434	18694	fallback_evaluated_by_x_component_coloring	0	1	5	0.202	
71	1111222343324434	1123213214432344	10703	fallback_evaluated_by_x_component_coloring	0	3	7	5.243	
80	1111223223343444	1234111232423344	23595	fallback_evaluated_by_x_component_coloring	0	2	2	13.136	
81	1111223223344344	1234121132323444	23799	fallback_evaluated_by_x_component_coloring	0	1	3	1.178	
82	1111223223344434	1213243142312344	20113	fallback_evaluated_by_x_component_coloring	0	1	3	0.118	
86	1111223223443344	1213211344223434	18933	fallback_evaluated_by_x_component_coloring	0	5	5	9.618	
88	1111223224334344	1213243142132434	20111	fallback_evaluated_by_x_component_coloring	0	1	5	1.122	
89	1111223224334434	1213141232243344	18625	fallback_evaluated_by_x_component_coloring	0	2	5	1.303	
90	1111223224343344	1213121232434434	17853	fallback_evaluated_by_x_component_coloring	0	3	3	1.221	
95	1111223232433444	1213122413324434	18173	fallback_evaluated_by_x_component_coloring	0	24	12	414.640	
96	1111223232434344	1122133442132434	7549	fallback_evaluated_by_x_component_coloring	0	4	4	2.501	
98	1111223232443344	1122121334432434	6716	fallback_evaluated_by_x_component_coloring	0	6	5	20.537	
100	1111223233243444	1231122431434234	21167	fallback_evaluated_by_x_component_coloring	0	3	6	1.239	
101	1111223233244344	1213231442312434	19792	fallback_evaluated_by_x_component_coloring	0	2	3	1.577	
102	1111223233244434	1213241213432344	19939	fallback_evaluated_by_x_component_coloring	0	2	3	1.939	
104	1111223233424344	1123122314432434	9524	fallback_evaluated_by_x_component_coloring	0	4	4	2.607	
125	1111223242333444	1211132324324434	12361	fallback_evaluated_by_x_component_coloring	0	4	4	6.452	
126	1111223242334344	1231122334142434	21090	fallback_evaluated_by_x_component_coloring	0	1	4	0.209	
130	1111223243233444	1123241312324434	11404	fallback_evaluated_by_x_component_coloring	0	2	3	0.322	
132	1111223243234434	1213243112432344	20060	fallback_evaluated_by_x_component_coloring	0	1	5	0.702	
133	1111223243243344	1213241312324434	19984	fallback_evaluated_by_x_component_coloring	0	3	4	1.618	
135	1111223243323444	1213243112243344	20050	fallback_evaluated_by_x_component_coloring	0	1	6	0.918	
136	1111223243324344	1231141223233444	21576	fallback_evaluated_by_x_component_coloring	0	6	8	20.698	
145	1111223322343444	1123211324423344	10331	fallback_evaluated_by_x_component_coloring	0	5	6	8.465	
146	1111223322344344	1213241123323444	19889	fallback_evaluated_by_x_component_coloring	0	1	5	0.744	
148	1111223323243444	1231121242334344	20853	fallback_evaluated_by_x_component_coloring	0	5	10	5.921	
149	1111223323244344	1122132331424434	7234	fallback_evaluated_by_x_component_coloring	0	8	5	20.759	
150	1111223323244434	1213122431432344	18195	fallback_evaluated_by_x_component_coloring	0	8	5	22.988	
157	1111223324233444	1122132133424434	7152	fallback_evaluated_by_x_component_coloring	0	10	19	74.386	
158	1111223324234344	1213231231442434	19678	fallback_evaluated_by_x_component_coloring	0	1	4	0.073	
160	1111223324243344	1123211344223434	10353	fallback_evaluated_by_x_component_coloring	0	4	7	19.114	
163	1111223324324344	1213243121243434	20072	fallback_evaluated_by_x_component_coloring	0	2	3	0.201	
168	1111223324423344	1213142231342434	18715	fallback_evaluated_by_x_component_coloring	0	10	16	54.097	
170	1111223324432344	1231121432234434	20952	fallback_evaluated_by_x_component_coloring	0	5	5	8.273	
171	1111223324432434	1231121342423344	20919	fallback_evaluated_by_x_component_coloring	0	1	4	0.142	
173	1111223342233444	1212132331424434	15814	fallback_evaluated_by_x_component_coloring	0	2	5	0.957	
176	1111223342243344	1213141223323444	18611	fallback_evaluated_by_x_component_coloring	0	4	4	2.194	
180	1111223342324434	1213231214243344	19657	fallback_evaluated_by_x_component_coloring	0	2	5	0.964	
184	1111223342423344	1213231214342434	19663	fallback_evaluated_by_x_component_coloring	0	2	7	0.057	
189	1111223344223344	1213142312432434	18755	fallback_evaluated_by_x_component_coloring	0	2	3	0.191	
194	1111223422333444	1231142132234344	21635	fallback_evaluated_by_x_component_coloring	0	2	5	1.661	
195	1111223422334344	1231122134243434	21008	fallback_evaluated_by_x_component_coloring	0	1	4	0.050	
205	1111223423324344	1212133241432434	16044	fallback_evaluated_by_x_component_coloring	0	6	7	12.690	
239	1111232232433444	1212113432234434	15216	fallback_evaluated_by_x_component_coloring	0	2	5	1.743	
241	1111232232434434	1123213412243344	10764	fallback_evaluated_by_x_component_coloring	0	2	5	0.927	
243	1111232233243444	1212113324324434	15163	fallback_evaluated_by_x_component_coloring	0	6	11	12.255	
247	1111232233424434	1213112224343344	17635	fallback_evaluated_by_x_component_coloring	0	3	7	3.028	
266	1111232242333444	1123213214324434	10697	fallback_evaluated_by_x_component_coloring	0	4	6	10.040	
274	1111232243243344	1231112422333444	20719	fallback_evaluated_by_x_component_coloring	0	2	6	1.675	
275	1111232243243434	1231112434223344	20756	fallback_evaluated_by_x_component_coloring	0	2	4	0.984	
302	1111232324243344	1123213142423434	10662	fallback_evaluated_by_x_component_coloring	0	4	4	3.553	
334	1111232422333444	1234112213243344	23655	fallback_evaluated_by_x_component_coloring	0	2	3	0.546	
356	1111232432324344	1234112132243434	23630	fallback_evaluated_by_x_component_coloring	0	2	3	0.203	
361	1111232432423344	1213212123344434	18982	fallback_evaluated_by_x_component_coloring	0	1	3	0.009	
408	1112122233343444	1231212431434234	22145	fallback_evaluated_by_x_component_coloring	0	3	5	216.374	
409	1112122233344344	1231112432432434	20754	fallback_evaluated_by_x_component_coloring	0	2	4	21.527	
410	1112122233433444	1122314213344234	8380	fallback_evaluated_by_x_component_coloring	0	2	4	16.862	
411	1112122233434344	1231214314232434	22498	fallback_evaluated_by_x_component_coloring	0	3	6	5.049	
413	1112122233443434	1211324213243344	14655	fallback_evaluated_by_x_component_coloring	0	4	12	7.458	
419	1112122323344344	1231213142432434	22214	fallback_evaluated_by_x_component_coloring	0	2	4	2.720	
426	1112122324343344	1121223344312434	4388	fallback_evaluated_by_x_component_coloring	0	2	3	0.228	
430	1112122332433444	1122334123124434	8746	fallback_evaluated_by_x_component_coloring	0	1	4	0.787	
431	1112122332434344	1122313124342434	8135	fallback_evaluated_by_x_component_coloring	0	2	7	0.284	
435	1112122333442344	1211324312234434	14705	fallback_evaluated_by_x_component_coloring	0	1	5	0.213	
440	1112122334243344	1211324231432434	14682	fallback_evaluated_by_x_component_coloring	0	8	20	68.091	
448	1112122334423344	1231214132243434	22406	fallback_evaluated_by_x_component_coloring	-2	8	7	27.919	
451	1112122342333444	1211324213243344	14655	fallback_evaluated_by_x_component_coloring	0	4	12	9.117	
485	1112123233244344	1211321322434434	14081	fallback_evaluated_by_x_component_coloring	0	3	7	5.103	
523	1112123323244344	1122311432423434	7882	fallback_evaluated_by_x_component_coloring	0	2	9	1.409	
538	1112123342233444	1211321322434434	14081	fallback_evaluated_by_x_component_coloring	0	3	7	4.582	
591	1112132232433444	1122313412234434	8255	fallback_evaluated_by_x_component_coloring	0	3	6	0.243	
592	1112132232434344	1231411223243434	23110	fallback_evaluated_by_x_component_coloring	0	2	3	0.202	
594	1112132233243444	1231211324423344	21881	fallback_evaluated_by_x_component_coloring	0	3	5	2.220	
596	1112132233424344	1122312334142434	8010	fallback_evaluated_by_x_component_coloring	0	2	4	0.791	
597	1112132233424434	1231411223243344	23109	fallback_evaluated_by_x_component_coloring	0	2	4	0.850	
600	1112132234233444	1211312432324344	13948	fallback_evaluated_by_x_component_coloring	0	4	4	2.004	
613	1112132243233444	1211322431423344	14365	fallback_evaluated_by_x_component_coloring	0	2	7	3.305	
614	1112132243234344	1211223313442434	12898	fallback_evaluated_by_x_component_coloring	0	4	11	5.767	
615	1112132243234434	1211323214432344	14477	fallback_evaluated_by_x_component_coloring	0	4	5	2.251	
616	1112132243243344	1121324213432434	6086	fallback_evaluated_by_x_component_coloring	0	4	11	5.857	
621	1112132243432344	1231411223324434	23113	fallback_evaluated_by_x_component_coloring	0	1	5	0.211	
625	1112132322433444	1231412213324434	23197	fallback_evaluated_by_x_component_coloring	-2	6	6	13.844	
626	1112132322434344	1231214213233444	22428	fallback_evaluated_by_x_component_coloring	0	2	4	0.861	
628	1112132323243444	1122314233414234	8410	fallback_evaluated_by_x_component_coloring	0	1	4	0.044	
637	1112132324243344	1122313241423434	8230	fallback_evaluated_by_x_component_coloring	0	3	5	2.076	
640	1112132324324344	1211323122344434	14392	fallback_evaluated_by_x_component_coloring	0	4	4	2.964	
645	1112132324423344	1211324321342434	14733	fallback_evaluated_by_x_component_coloring	0	4	4	2.036	
665	1112132422333444	1211213234324434	12599	fallback_evaluated_by_x_component_coloring	0	3	4	1.591	
666	1112132422334344	1211323124243434	14412	fallback_evaluated_by_x_component_coloring	0	6	9	5.581	
673	1112132423243344	1231214231323444	22449	fallback_evaluated_by_x_component_coloring	0	2	3	0.176	
692	1112132434223344	1211223341432434	12950	fallback_evaluated_by_x_component_coloring	0	2	4	0.770	
708	1112134232233444	1211321422334344	14132	fallback_evaluated_by_x_component_coloring	0	6	23	59.437	
714	1112134232324344	1122311324342434	7821	fallback_evaluated_by_x_component_coloring	0	2	8	0.244	
736	1112212332343444	1122133124324434	7365	fallback_evaluated_by_x_component_coloring	0	3	8	1.957	
743	1112212334243344	1121233241324434	4949	fallback_evaluated_by_x_component_coloring	0	2	6	1.978	
746	1112212334324344	1121342233142434	6318	fallback_evaluated_by_x_component_coloring	0	1	5	0.199	
1	1111222233334444	1122134321432344		timeout				600.042	TaskTimeoutError: pairing exceeded the per-task time limit
2	1111222233343444	1122132433414234		timeout				599.873	TaskTimeoutError: pairing exceeded the per-task time limit
3	1111222233344344	1212134321423434	16266	fallback_evaluated_by_x_component_coloring	0	1	4	53.690	
4	1111222233344434	1231124321324344		timeout				599.981	TaskTimeoutError: pairing exceeded the per-task time limit
5	1111222233433444	1112234324134234	2226	fallback_evaluated_by_x_component_coloring	0	1	3	46.466	
6	1111222233434344	1123243412132434	11545	fallback_evaluated_by_x_component_coloring	0	1	3	9.709	
7	1111222233434434	1231124213243344	21453	fallback_evaluated_by_x_component_coloring	0	1	5	2.127	
8	1111222233443344	1123211423324434	10369	fallback_evaluated_by_x_component_coloring	0	8	6	33.182	
9	1111222233443434	1213122434123344	18208	fallback_evaluated_by_x_component_coloring	0	3	4	2.266	
10	1111222234333444	1211123432243344	12247	fallback_evaluated_by_x_component_coloring	0	6	5	68.947	
11	1111222234334344	1213123441232434	18422	fallback_evaluated_by_x_component_coloring	0	1	2	1.544	
15	1111222323343444	1213243141223344	20103	fallback_evaluated_by_x_component_coloring	0	2	4	142.924	
16	1111222323344344	1213142122333444	18643	fallback_evaluated_by_x_component_coloring	0	4	5	26.003	
17	1111222323344434	1231122143323444	21030	fallback_evaluated_by_x_component_coloring	0	2	6	4.638	
21	1111222323443344	1212133142243434	15958	fallback_evaluated_by_x_component_coloring	0	5	11	8.779	
23	1111222324333444	1231124233124434	21484	fallback_evaluated_by_x_component_coloring	0	3	4	21.513	
24	1111222324334344	1123213144232434	10669	fallback_evaluated_by_x_component_coloring	0	4	6	22.176	
26	1111222324343344	1234121122334434	23775	fallback_evaluated_by_x_component_coloring	0	1	2	0.084	
27	1111222324343434	1213123241423344	18339	fallback_evaluated_by_x_component_coloring	0	2	4	0.902	
28	1111222332343444	1123123214434234	9727	fallback_evaluated_by_x_component_coloring	0	2	4	18.799	
29	1111222332344344	1212113234324434	15107	fallback_evaluated_by_x_component_coloring	0	2	6	3.998	
31	1111222332433444	1231124323124344	21539	fallback_evaluated_by_x_component_coloring	0	2	4	10.943	
32	1111222332434344	1234112123233444	23610	fallback_evaluated_by_x_component_coloring	0	4	3	7.722	
34	1111222332443344	1212133214324434	16001	fallback_evaluated_by_x_component_coloring	0	10	9	64.117	
35	1111222332443434	1212134132243344	16159	fallback_evaluated_by_x_component_coloring	0	4	6	4.254	
36	1111222333243444	1213214321324434	19537	fallback_evaluated_by_x_component_coloring	0	5	7	32.536	
38	1111222333424344	1213212143243434	19037	fallback_evaluated_by_x_component_coloring	0	2	5	2.929	
40	1111222333442344	1213112223344434	17626	fallback_evaluated_by_x_component_coloring	0	5	6	11.889	
43	1111222334233444	1231124231324434	21473	fallback_evaluated_by_x_component_coloring	0	6	5	16.285	
44	1111222334234344	1213241132432434	19914	fallback_evaluated_by_x_component_coloring	0	3	7	0.716	
46	1111222334243344	1123231122434434	11005	fallback_evaluated_by_x_component_coloring	0	2	5	1.846	
48	1111222334323444	1122134132344234	7586	fallback_evaluated_by_x_component_coloring	0	2	3	0.376	
49	1111222334324344	1231122143243434	21029	fallback_evaluated_by_x_component_coloring	0	2	6	1.949	
50	1111222334324434	1213124122343344	18436	fallback_evaluated_by_x_component_coloring	0	2	7	0.363	
54	1111222334423344	1213212143233444	19033	fallback_evaluated_by_x_component_coloring	0	4	6	4.163	
56	1111222334432344	1122134231324434	7625	fallback_evaluated_by_x_component_coloring	0	4	5	3.364	
59	1111222342333444	1123214213344234	10888	fallback_evaluated_by_x_component_coloring	0	2	4	3.403	
67	1111222343243344	1123214213432434	10892	fallback_evaluated_by_x_component_coloring	0	2	4	0.840	
70	1111222343324344	1123243112243434	11471	fallback_evaluated_by_x_component_coloring	0	1	4	0.026	
71	1111222343324434	1234123112342344	23949	fallback_evaluated_by_x_component_coloring	1	1	0	0.012	
80	1111223223343444	1231141222334434	21573	fallback_evaluated_by_x_component_coloring	0	5	6	51.445	
81	1111223223344344	1212133441223434	16122	fallback_evaluated_by_x_component_coloring	0	2	3	1.068	
82	1111223223344434	1213122431432344	18195	fallback_evaluated_by_x_component_coloring	0	8	5	22.927	
86	1111223223443344	1231121243233444	20857	fallback_evaluated_by_x_component_coloring	0	3	5	2.438	
88	1111223224334344	1213241132432434	19914	fallback_evaluated_by_x_component_coloring	0	6	9	10.783	
89	1111223224334434	1213121422343344	17962	fallback_evaluated_by_x_component_coloring	0	2	8	0.726	
90	1111223224343344	1213121243423434	17899	fallback_evaluated_by_x_component_coloring	0	3	5	0.374	
95	1111223232433444	1231121224334434	20814	fallback_evaluated_by_x_component_coloring	0	2	5	2.447	
96	1111223232434344	1213241213233444	19926	fallback_evaluated_by_x_component_coloring	0	2	4	0.982	
98	1111223232443344	1213241312233444	19977	fallback_evaluated_by_x_component_coloring	0	2	4	1.000	
100	1111223233243444	1213231412324434	19732	fallback_evaluated_by_x_component_coloring	0	1	4	0.485	
101	1111223233244344	1123241213324434	11353	fallback_evaluated_by_x_component_coloring	0	2	6	3.182	
102	1111223233244434	1213241312324344	19983	fallback_evaluated_by_x_component_coloring	0	2	3	2.254	
104	1111223233424344	1123231442132434	11209	fallback_evaluated_by_x_component_coloring	0	2	5	1.640	
125	1111223242333444	1211132324434234	12369	fallback_evaluated_by_x_component_coloring	0	4	4	7.456	
126	1111223242334344	1123231412243434	11149	fallback_evaluated_by_x_component_coloring	0	2	4	1.403	
130	1111223243233444	1123231212434434	11061	fallback_evaluated_by_x_component_coloring	0	3	3	1.517	
132	1111223243234434	1212131432432344	15695	fallback_evaluated_by_x_component_coloring	0	2	5	1.026	
133	1111223243243344	1231142321324434	21739	fallback_evaluated_by_x_component_coloring	0	4	5	3.762	
135	1111223243323444	1213211324344234	18910	fallback_evaluated_by_x_component_coloring	0	4	4	3.435	
136	1111223243324344	1213243112342434	20056	fallback_evaluated_by_x_component_coloring	0	1	3	0.011	
145	1111223322343444	1213211324324434	18907	fallback_evaluated_by_x_component_coloring	0	2	5	1.021	
146	1111223322344344	1213241213323444	19931	fallback_evaluated_by_x_component_coloring	0	1	5	0.788	
148	1111223323243444	1231121233424434	20832	fallback_evaluated_by_x_component_coloring	0	1	3	0.049	
149	1111223323244344	1123231142324434	11041	fallback_evaluated_by_x_component_coloring	0	2	4	0.912	
150	1111223323244434	1213122341423344	18137	fallback_evaluated_by_x_component_coloring	0	2	4	0.972	
157	1111223324233444	1231142233414234	21700	fallback_evaluated_by_x_component_coloring	0	2	5	1.690	
160	1111223324243344	1231121422333444	20929	fallback_evaluated_by_x_component_coloring	0	2	6	1.526	
163	1111223324324344	1122133243142434	7470	fallback_evaluated_by_x_component_coloring	0	4	6	4.349	
168	1111223324423344	1231121243243434	20861	fallback_evaluated_by_x_component_coloring	0	1	4	0.045	
170	1111223324432344	1212131432234434	15684	fallback_evaluated_by_x_component_coloring	0	3	5	1.939	
171	1111223324432434	1213121243243344	17890	fallback_evaluated_by_x_component_coloring	0	1	14	4.635	
